-2.9651868270,-1.4701680330,1.5774714180,-1.6780997110,-1.5707963270,0.5000000000,0.2000000000,0.1500000000,0.0000000000
-2.9677379470,-1.4860995300,1.5950094980,-1.6797062950,-1.5707963270,0.4938014900,0.1975458360,0.1500000000,0.1194242618
-2.9703553020,-1.5020439530,1.6122860650,-1.6810384390,-1.5707963270,0.4876029800,0.1950916730,0.1500000000,0.2378862332
-2.9730415250,-1.5180067490,1.6293057490,-1.6820953270,-1.5707963270,0.4814044700,0.1926375090,0.1500000000,0.3554461441
-2.9757993950,-1.5339932190,1.6460727420,-1.6828758500,-1.5707963270,0.4752059600,0.1901833450,0.1500000000,0.4721631459
-2.9786318390,-1.5500085300,1.6625908200,-1.6833786170,-1.5707963270,0.4690074500,0.1877291820,0.1500000000,0.5880955185
-3.0003004890,-1.6590850000,1.8045829080,-1.8408529460,-1.5423399720,0.4628089410,0.1852750180,0.1500000000,1.7936751321
-3.0347556510,-1.7831188370,1.9741988320,-2.0321788710,-1.4972398250,0.4551420690,0.1822394890,0.1478461510,3.2426467107
-3.0516586300,-1.8351501260,2.0422816910,-2.0941389720,-1.4795031660,0.4475820250,0.1792462560,0.1452925830,3.7853686610
-3.0705199100,-1.8866027200,2.1097612860,-2.1555192270,-1.4597833210,0.4401468120,0.1763024470,0.1423453780,4.3265022176
-3.0916458990,-1.9375315750,2.1767184610,-2.2162269790,-1.4377852870,0.4328541370,0.1734150720,0.1390115550,4.8671653202
-3.1154076940,-1.9880121020,2.2432269730,-2.2761091360,-1.4131557730,0.4257213670,0.1705910090,0.1352990530,5.4086626508
-3.0689991760,-1.9828746580,2.2433615830,-2.2945651630,-1.4613682260,0.4240213330,0.1753130340,0.1352990530,5.7567009946
-3.0525186410,-1.9336433590,2.1767866750,-2.2307597080,-1.4786006130,0.4313173520,0.1776836550,0.1390115550,6.2927895708
-3.0378833500,-1.8836717830,2.1097803410,-2.1668743790,-1.4939520210,0.4387769370,0.1801074210,0.1423453780,6.8294039560
-3.0248302400,-1.8329591960,2.0422649900,-2.1029024850,-1.5076823790,0.4463823220,0.1825785600,0.1452925830,7.3674884924
-3.0131427660,-1.7815041520,1.9741574040,-2.0388176370,-1.5200071740,0.4541153940,0.1850911880,0.1478461510,7.9078964445
-2.9891025260,-1.6583863840,1.8043751540,-1.8430947320,-1.5516056790,0.4619577390,0.1876393200,0.1500000000,9.3558937806
-2.9744557590,-1.5498210780,1.6623991000,-1.6833743490,-1.5707963270,0.4682981160,0.1896994340,0.1500000000,10.5604376266
-2.9725026430,-1.5338454970,1.6459190820,-1.6828699120,-1.5707963270,0.4746384930,0.1917595470,0.1500000000,10.6756417172
-2.9706011780,-1.5178975590,1.6291902720,-1.6820890390,-1.5707963270,0.4809788700,0.1938196600,0.1500000000,10.7916605888
-2.9687493260,-1.5019721770,1.6122089110,-1.6810330610,-1.5707963270,0.4873192460,0.1958797730,0.1500000000,10.9085503722
-2.9669451530,-1.4860641260,1.5949708300,-1.6797030300,-1.5707963270,0.4936596230,0.1979398870,0.1500000000,11.0263681919
-2.9661452840,-1.4859651850,1.5948627560,-1.6796938980,-1.5707963270,0.4935427790,0.1983420670,0.1500000000,11.0304343422
-2.9671287360,-1.5017716000,1.6119932760,-1.6810180020,-1.5707963270,0.4870855580,0.1966841350,0.1500000000,11.1472694718
-2.9681381790,-1.5175924490,1.6288675230,-1.6820714010,-1.5707963270,0.4806283370,0.1950262020,0.1500000000,11.2631539077
-2.9691746640,-1.5334327460,1.6454896120,-1.6828531940,-1.5707963270,0.4741711160,0.1933682700,0.1500000000,11.3781424238
-2.9702393000,-1.5492973570,1.6618632530,-1.6833622220,-1.5707963270,0.4677138950,0.1917103370,0.1500000000,11.4922886634
-2.9777841290,-1.6568097140,1.8032063290,-1.8445695640,-1.5609901610,0.4612566740,0.1900524050,0.1500000000,12.6930973960
-2.9912298090,-1.7782158820,1.9723791490,-2.0435263050,-1.5431926530,0.4532698050,0.1880017250,0.1478461510,14.1373984644
-2.9975908010,-1.8286707880,2.0401721950,-2.1092637700,-1.5364504960,0.4453942230,0.1859796190,0.1452925830,14.6747281544
-3.0046918960,-1.8781547160,2.1073627450,-2.1752923550,-1.5289341920,0.4376486810,0.1839909020,0.1423453780,15.2092822572
-3.0126486550,-1.9265999440,2.1740305030,-2.2417436520,-1.5205251090,0.4300516270,0.1820403100,0.1390115550,15.7417606050
-3.0216006110,-1.9739123870,2.2402492250,-2.3087657200,-1.5110805610,0.4226211520,0.1801324890,0.1352990530,16.2729075011
-2.9756431090,-2.0043479380,2.2989334040,-2.3891964970,-1.5597390400,0.4141776250,0.1836285060,0.1312167130,16.8917573433
-2.9740446460,-1.9613898880,2.2339243880,-2.3183612990,-1.5614418810,0.4215263500,0.1850303510,0.1352990530,17.4184129767
-2.9726255270,-1.9165719330,2.1684741770,-2.2489414100,-1.5629541830,0.4290619560,0.1864678440,0.1390115550,17.9455704758
-2.9713609940,-1.8701608820,2.1025256900,-2.1806135210,-1.5643021350,0.4367664980,0.1879375640,0.1423453780,18.4741370522
-2.9702303330,-1.8223542310,2.0360156250,-2.1131173110,-1.5655076630,0.4446216280,0.1894360100,0.1452925830,19.0048802736
-2.9692161280,-1.7732972040,1.9688729860,-2.0462369460,-1.5665892170,0.4526086390,0.1909596140,0.1478461510,19.5384978207
-2.9664172880,-1.6543669310,1.8010806980,-1.8452610760,-1.5704338420,0.4607085100,0.1925047470,0.1500000000,20.9764875348
-2.9660026390,-1.5484399360,1.6609853320,-1.6833417230,-1.5707963270,0.4672570920,0.1937539560,0.1500000000,22.1709060131
-2.9658307740,-1.5327568950,1.6447859860,-1.6828254180,-1.5707963270,0.4738056730,0.1950031650,0.1500000000,22.2836748801
-2.9656634320,-1.5170927820,1.6283387510,-1.6820422950,-1.5707963270,0.4803542550,0.1962523740,0.1500000000,22.3973099605
-2.9655004370,-1.5014430790,1.6116399970,-1.6809932440,-1.5707963270,0.4869028370,0.1975015820,0.1500000000,22.5118622045
-2.9653416220,-1.4858031100,1.5946857000,-1.6796789160,-1.5707963270,0.4934514180,0.1987507910,0.1500000000,22.6273837931
-2.9645374600,-1.4855785690,1.5944403550,-1.6796581130,-1.5707963270,0.4933859020,0.1991644450,0.1500000000,22.6317361549
-2.9638713660,-1.5009880200,1.6111504490,-1.6809587560,-1.5707963270,0.4867718040,0.1983288900,0.1500000000,22.7456235746
-2.9631878940,-1.5164007900,1.6276060020,-1.6820015390,-1.5707963270,0.4801577060,0.1974933350,0.1500000000,22.8585276527
-2.9624863600,-1.5318211020,1.6438109130,-1.6827861380,-1.5707963270,0.4735436080,0.1966577800,0.1500000000,22.9704978394
-2.9617660430,-1.5472530080,1.6597687040,-1.6833120240,-1.5707963270,0.4669295100,0.1958222260,0.1500000000,23.0815822925
-2.9550741520,-1.6510755810,1.7980067280,-1.8451576190,-1.5798764740,0.4603154120,0.1949866710,0.1500000000,24.2670158107
-2.9473007970,-1.7668064010,1.9636570780,-2.0469012200,-1.5899866420,0.4521345040,0.1939531820,0.1478461510,25.6961482595
-2.9430374850,-1.8141012040,2.0298200420,-2.1143874550,-1.5945493890,0.4440675860,0.1929340930,0.1452925830,26.2254809195
-2.9383022450,-1.8598320130,2.0953030490,-2.1827234300,-1.5996219330,0.4361338680,0.1919318310,0.1423453780,26.7521992925
-2.9330298190,-1.9037758850,2.1601643560,-2.2521839860,-1.6052758400,0.4283522450,0.1909487840,0.1390115550,27.2771418373
-2.9271445530,-1.9456355590,2.2244519090,-2.3231067060,-1.6115943580,0.4207412480,0.1899872910,0.1352990530,27.8013010215
-2.9205588230,-1.9850149260,2.2882036830,-2.3959165720,-1.6186742730,0.4133190020,0.1890496430,0.1312167130,28.3259389170
