-2.1815299360,-1.4733238530,2.1703487930,0.1843401810,2.5268285590,0.3463756880,0.2293054050,0.0577223510,0.0000000000
-2.1458311900,-1.3795063440,2.0880956490,0.2930273940,2.5849576910,0.3485189320,0.2388937280,0.0577223510,0.8948968015
-2.1213134900,-1.2902043000,2.0049054840,0.4159649580,2.6273003460,0.3512600020,0.2483285550,0.0577223510,1.7949401519
-2.1054329230,-1.2057151710,1.9219254520,0.5488316040,2.6560574940,0.3545880820,0.2575726510,0.0577223510,2.6998822802
-2.0963502050,-1.1265158600,1.8400034820,0.6869330340,2.6730624280,0.3584900360,0.2665895350,0.0577223510,3.6002628739
-2.1199825600,-1.0966291020,1.7485013090,0.8362154380,2.6296521390,0.3664363760,0.2734272240,0.0652596100,4.5221365571
-2.1254723600,-1.1688662870,1.8267345250,0.7110989980,2.6199439420,0.3620894000,0.2648958030,0.0652596100,5.3455009590
-2.1365528280,-1.2459053910,1.9054746480,0.5877977480,2.6007111020,0.3582866940,0.2561082670,0.0652596100,6.1796308600
-2.1545769240,-1.3276152330,1.9843982590,0.4698061800,2.5703639920,0.3550432650,0.2470992980,0.0652596100,7.0173847006
-2.1813526950,-1.4137577270,2.0628383510,0.3608025640,2.5271068310,0.3523719150,0.2379044500,0.0652596100,7.8546912379
-2.2195641540,-1.4433634130,2.0346626870,0.4254063460,2.4684120530,0.3565764680,0.2368249040,0.0725938270,8.3730831238
-2.1905974590,-1.3606201360,1.9607618730,0.5223526820,2.5126045890,0.3591717360,0.2457578770,0.0725938270,9.1556817106
-2.1704265670,-1.2817830180,1.8858086590,0.6275503580,2.5445128270,0.3623227890,0.2545102640,0.0725938270,9.9355026361
-2.1573015000,-1.2069946920,1.8103563560,0.7380633430,2.5658589760,0.3660171920,0.2630475240,0.0725938270,10.7121523166
-2.1498926160,-1.1363022260,1.7347061950,0.8511194210,2.5781335500,0.3702403630,0.2713359640,0.0725938270,11.4820160239
-2.1823450550,-1.1718433540,1.7181518470,0.8697069380,2.5255232000,0.3743533670,0.2690748210,0.0797075360,11.8596310305
-2.1917026000,-1.2407283360,1.7909742860,0.7673720780,2.5108761210,0.3702640580,0.2610491000,0.0797075360,12.5811359250
-2.2068627590,-1.3130635370,1.8630451560,0.6680575890,2.4875672540,0.3666867570,0.2527824470,0.0797075360,13.3067924042
-2.2291113930,-1.3888173790,1.9340799240,0.5739967190,2.4542094840,0.3636355830,0.2443074850,0.0797075360,14.0354859722
-2.2601102790,-1.4678582150,2.0036026650,0.4875601110,2.4091874080,0.3611225770,0.2356576620,0.0797075360,14.7693127695
-2.3025793790,-1.4869445540,1.9697498240,0.5477978090,2.3497824690,0.3659994180,0.2344055020,0.0865837950,15.2809633991
-2.2698012130,-1.4119263070,1.9044692890,0.6250134050,2.3954145590,0.3684241760,0.2427515770,0.0865837950,15.9703150819
-2.2456220680,-1.3395259990,1.8373136840,0.7092866680,2.4300297310,0.3713682050,0.2509289300,0.0865837950,16.6528929882
-2.2284995860,-1.2699101050,1.7687010430,0.7986914250,2.4551058350,0.3748198840,0.2589052910,0.0865837950,17.3324014163
-2.2172142980,-1.2031349660,1.6989008620,0.8914111650,2.4719163960,0.3787655930,0.2666491790,0.0865837950,18.0094886952
-2.2107967240,-1.1391419410,1.6280270640,0.9858326040,2.4815823590,0.3831897580,0.2741300340,0.0865837950,18.6834365183
-2.2419928630,-1.1080179380,1.5396074100,1.0891509870,2.4352837760,0.3924148850,0.2781651620,0.0932062300,19.4347384702
-2.2460917890,-1.1679705100,1.6090100970,1.0019783170,2.4293336270,0.3877191480,0.2712555950,0.0932062300,20.0684245856
-2.2543360810,-1.2300645850,1.6770297960,0.9158087220,2.4174414700,0.3834665330,0.2640648160,0.0932062300,20.7031872274
-2.2674718470,-1.2944090130,1.7436537460,0.8317756670,2.3987037110,0.3796738220,0.2566212010,0.0932062300,21.3388790242
-2.2864157880,-1.3610115090,1.8087500380,0.7512154800,2.3721066140,0.3763559840,0.2489541290,0.0932062300,21.9758570832
-2.3122978610,-1.4297704770,1.8720646840,0.6756135410,2.3365032520,0.3735261120,0.2410938570,0.0932062300,22.6159679007
-2.3465116010,-1.5004649320,1.9332271220,0.6065389150,2.2905800830,0.3711953740,0.2330714070,0.0932062300,23.2638369307
-2.4360268630,-1.5753351150,1.9485719240,0.6095994220,2.1753504690,0.3749535250,0.2238538910,0.0995590690,24.0875665591
-2.3914124780,-1.5083794520,1.8941713530,0.6641299360,2.2319865270,0.3766980740,0.2316585540,0.0995590690,24.7123494475
-2.3561874220,-1.4422649140,1.8370077790,0.7259726070,2.2778002960,0.3789292390,0.2393382750,0.0995590690,25.3206879282
-2.3289076980,-1.3774215820,1.7774913780,0.7938373370,2.3140522310,0.3816382150,0.2468627460,0.0995590690,25.9209142897
-2.3083529820,-1.3141269760,1.7159509180,0.8664459930,2.3418711480,0.3848143110,0.2542022710,0.0995590690,26.5180290355
-2.2935043460,-1.2525344010,1.6526234840,0.9425814880,2.3622644850,0.3884449930,0.2613278840,0.0995590690,27.1146233905
-2.2835154150,-1.1926904740,1.5876495070,1.0211352990,2.3761336790,0.3925159310,0.2682114650,0.0995590690,27.7118199200
-2.2776838730,-1.1345479930,1.5210729750,1.1011472820,2.3842878000,0.3970110590,0.2748258450,0.0995590690,28.3100547548
-2.3153957710,-1.1572370030,1.5004538390,1.1162570410,2.3322703210,0.4018524980,0.2713083350,0.1056271830,28.6739314555
-2.3228729190,-1.2132097470,1.5639975740,1.0429878850,2.3221593110,0.3975686820,0.2650048910,0.1056271830,29.2373421365
-2.3344701470,-1.2704682880,1.6257707980,0.9714904050,2.3065909630,0.3936891160,0.2584449030,0.1056271830,29.7982171342
-2.3508324200,-1.3290031080,1.6857096060,0.9025752930,2.2848529540,0.3902291100,0.2516542600,0.1056271830,30.3574251351
-2.3727197380,-1.3887159810,1.7436719650,0.8371614570,2.2561621380,0.3872023200,0.2446597610,0.1056271830,30.9165863331
-2.4010223670,-1.4494052890,1.7994392420,0.7762457520,2.2196606070,0.3846206910,0.2374890100,0.1056271830,31.4786651750
-2.4367710170,-1.5107463630,1.8527210430,0.7208673290,2.1744160000,0.3824944110,0.2301703070,0.1056271830,32.0486100814
-2.4811339700,-1.5722633490,1.9031637480,0.6720699240,2.1194339640,0.3808318730,0.2227325360,0.1056271830,32.6338683293
-2.5255729840,-1.5637538630,1.8556624370,0.7333559770,2.0654770250,0.3869940140,0.2215570450,0.1113961220,33.1575796864
-2.4820806390,-1.5077043700,1.8090080250,0.7770097220,2.1182718390,0.3885705830,0.2286102110,0.1113961220,33.7030772972
-2.4463367830,-1.4512578700,1.7594927930,0.8265746700,2.1624542200,0.3905869140,0.2355504670,0.1113961220,34.2351570766
-2.4174416500,-1.3949098380,1.7074194730,0.8812108700,2.1987626420,0.3930350480,0.2423504200,0.1113961220,34.7601588846
-2.3945604230,-1.3390161710,1.6530426250,0.9400763570,2.2279315710,0.3959053240,0.2489832370,0.1113961220,35.2826640553
-2.3769431620,-1.2838169220,1.5965612230,1.0023565600,2.2506644920,0.3991864140,0.2554227380,0.1113961220,35.8057100172
-2.3639291120,-1.2294545260,1.5381138540,1.0672916300,2.2676217560,0.4028653690,0.2616435110,0.1113961220,36.3311822490
-2.3549427850,-1.1759880340,1.4777761300,1.1341999230,2.2794160370,0.4069276700,0.2676210060,0.1113961220,36.8602353067
-2.3961005890,-1.1907216430,1.4530752410,1.1547526650,2.2259407150,0.4122244900,0.2637726410,0.1168521470,37.2411290993
-2.4064097600,-1.2413736070,1.5100612260,1.0938570820,2.2127658700,0.4083933780,0.2581353300,0.1168521470,37.7361329255
-2.4205962250,-1.2925613570,1.5650819260,1.0350468760,2.1947620400,0.4049237950,0.2522685860,0.1168521470,38.2268338831
-2.4391565790,-1.3441854590,1.6180559830,0.9788922440,2.1714179430,0.4018294340,0.2461955620,0.1168521470,38.7145344809
-2.4626441400,-1.3960698260,1.6688517960,0.9260189910,2.1421971310,0.3991225080,0.2399402250,0.1168521470,39.2011889891
-2.4916643050,-1.4479495010,1.7172906780,0.8770900870,2.1065487800,0.3968136990,0.2335272610,0.1168521470,39.6896774363
-2.5268606530,-1.4994559250,1.7631515160,0.8327844340,2.0639271250,0.3949121200,0.2269819820,0.1168521470,40.1840079798
-2.5688860350,-1.5500994960,1.8061772930,0.7937738000,2.0138250240,0.3934252740,0.2203302160,0.1168521470,40.6893339041
-2.6106897070,-1.5316290110,1.7547991450,0.8535965660,1.9647470410,0.4001103370,0.2190549720,0.1219822640,41.2069204102
-2.5706757440,-1.4862511230,1.7152538750,0.8883913390,2.0117073640,0.4015039180,0.2252894950,0.1219822640,41.6716796623
-2.5365569210,-1.4396571910,1.6729401460,0.9279122140,2.0522915150,0.4032862180,0.2314242130,0.1219822640,42.1281474354
-2.5078945430,-1.3923091940,1.6280742660,0.9716258660,2.0868103030,0.4054502030,0.2374349130,0.1219822640,42.5803294236
-2.4842214400,-1.3445701700,1.5808464450,1.0189882970,2.1156394840,0.4079873340,0.2432978740,0.1219822640,43.0315560530
-2.4650729880,-1.2967151910,1.5314151370,1.0694629210,2.1391861030,0.4108875960,0.2489899590,0.1219822640,43.4843901113
-2.4500057890,-1.2489417860,1.4799026660,1.1225371430,2.1578662120,0.4141395430,0.2544887030,0.1219822640,43.9406979266
