0.677375954,-1.413661694,-2.174774405,2.869079099,-1.390470095,0.429673822,0.143378799,0.09320623
0.58532776,-1.427515589,-2.16123753,2.881814241,-1.507709341,0.433466533,0.135935184,0.09320623
0.495313557,-1.451961987,-2.140548342,2.886060561,-1.624046121,0.437719148,0.128744405,0.09320623
0.41020183,-1.485407454,-2.113075885,2.881409343,-1.736159588,0.442414885,0.121834838,0.09320623
0.332015764,-1.526139074,-2.079272855,2.867523511,-1.841561969,0.44753521,0.115233754,0.09320623
0.261904783,-1.572542675,-2.039639718,2.844193565,-1.93864585,0.453059918,0.108967204,0.09320623
0.200285257,-1.623220275,-1.994697452,2.811368275,-2.026554699,0.458967204,0.103059918,0.09320623
0.147045432,-1.677024192,-1.944969333,2.76916629,-2.104984225,0.465233754,0.09753521,0.09320623
0.10174154,-1.733038783,-1.890970148,2.71787902,-2.173990866,0.471834838,0.092414885,0.09320623
0.063752219,-1.790537887,-1.833199837,2.657972002,-2.233842863,0.478744405,0.087719148,0.09320623
0.032385771,-1.848937752,-1.772137933,2.590086109,-2.284920771,0.485935184,0.083466533,0.09320623
0.006947653,-1.907757457,-1.708235197,2.515034558,-2.327660116,0.493378799,0.079673822,0.09320623
-0.023775439,-1.91937449,-1.737374839,2.569260961,-2.381151422,0.491094709,0.074819884,0.086583795
0.001329946,-1.857246463,-1.805207797,2.651735408,-2.337274494,0.483350821,0.078765593,0.086583795
0.032738881,-1.795334877,-1.870249824,2.726162277,-2.284334639,0.475869966,0.083189758,0.086583795
0.071292662,-1.734113972,-1.931979856,2.791613966,-2.221799729,0.468681669,0.088074919,0.086583795
0.11786984,-1.674149186,-1.989853849,2.847385084,-2.149155533,0.461814298,0.093401798,0.086583795
0.173318612,-1.616154325,-2.043309734,2.892982035,-2.065959424,0.455294956,0.099149371,0.086583795
0.238337418,-1.561065518,-2.091767022,2.928111751,-1.97195073,0.449149371,0.105294956,0.086583795
0.313286273,-1.510118722,-2.134627004,2.952677824,-1.86723501,0.443401798,0.111814298,0.086583795
0.397923504,-1.464906301,-2.171279354,2.966782829,-1.752545664,0.438074919,0.118681669,0.086583795
0.491098657,-1.427372267,-2.201120053,2.970724293,-1.629548421,0.433189758,0.125869966,0.086583795
0.38517409,-1.448940026,-2.228316583,3.055581397,-1.769623361,0.434001499,0.115722156,0.079707536
0.294099536,-1.498779082,-2.18863765,3.041358186,-1.89372749,0.439522245,0.108604853,0.079707536
0.214512446,-1.554253759,-2.142387853,3.015579898,-2.006014883,0.445478996,0.101848244,0.079707536
0.146391478,-1.613606525,-2.090271204,2.978089328,-2.10596827,0.451848244,0.095478996,0.079707536
0.089059369,-1.675561716,-2.032958507,2.928952571,-2.193752258,0.458604853,0.089522245,0.079707536
0.041519176,-1.739213571,-1.971088759,2.868446252,-2.26987413,0.465722156,0.084001499,0.079707536
0.002672947,-1.803903794,-1.905279675,2.797066175,-2.334967546,0.473172065,0.078938546,0.079707536
-0.028553462,-1.869114942,-1.836138742,2.71555758,-2.389678088,0.480925179,0.074353367,0.079707536
-0.053148484,-1.934392164,-1.764265361,2.624952032,-2.434620242,0.4889509,0.070264058,0.079707536
-0.080958285,-1.952567885,-1.78893186,2.68263285,-2.487857184,0.486952476,0.066017192,0.072593827
-0.05701697,-1.884315576,-1.864976255,2.782164661,-2.441857258,0.478664036,0.070240363,0.072593827
-0.026166389,-1.816073882,-1.938337435,2.871322939,-2.385407881,0.470657126,0.074975636,0.072593827
0.012724806,-1.748264195,-2.00832984,2.949004621,-2.317836207,0.462963346,0.080204323,0.072593827
0.060928669,-1.6813205,-2.074288973,3.014474523,-2.238376717,0.45561306,0.08590579,0.072593827
0.119808136,-1.615793238,-2.135555698,3.067280976,-2.146196116,0.448635277,0.092057533,0.072593827
0.190695651,-1.552493389,-2.19144764,3.107193042,-2.040503562,0.442057533,0.098635277,0.072593827
0.274653249,-1.49266796,-2.241231848,3.134183182,-1.920791585,0.43590579,0.10561306,0.072593827
0.167187911,-1.556193209,-2.238882479,3.203600871,-2.07501594,0.438893131,0.095663705,0.06525961
0.093894802,-1.622914332,-2.179144889,3.161202968,-2.186198692,0.445663705,0.088893131,0.06525961
0.033800215,-1.691438215,-2.11387711,3.104631531,-2.2825822,0.452846047,0.082561045,0.06525961
-0.014790794,-1.761124152,-2.043779276,3.034026341,-2.365270133,0.460411811,0.076692436,0.06525961
-0.05351257,-1.831590366,-1.969526456,2.949718323,-2.435295774,0.468331139,0.071310467,0.06525961
-0.083831046,-1.902529568,-1.891824446,2.852343007,-2.493524467,0.476572776,0.066436376,0.06525961
-0.107012249,-1.973572611,-1.811450128,2.743004065,-2.540653199,0.485104197,0.0620894,0.06525961
-0.131140003,-1.99697191,-1.831973422,2.80702797,-2.592791962,0.483410465,0.058490036,0.057722351
-0.108787467,-1.923333654,-1.91687347,2.927125876,-2.544370224,0.47465638,0.062950465,0.057722351
-0.079117089,-1.850109534,-1.999027702,3.033233126,-2.484238148,0.466199642,0.067951766,0.057722351
-0.040739544,-1.777585044,-2.077571378,3.124382032,-2.411718715,0.458073626,0.073474201,0.057722351
0.007995249,-1.705885884,-2.151789005,3.200185979,-2.325873572,0.450310401,0.079495975,0.057722351
0.068990392,-1.635157581,-2.221030748,3.260552874,-2.225475753,0.442940605,0.085993324,0.057722351
